transaction_id,customer_id,product_id,order_date,order_time,amount,quantity,payment_method,shipping_address,billing_address,acquisition_channel,is_fraud,chargeback_date,device_type,ip_address,is_weekend,is_high_value,signup_date,days_since_signup,is_new_customer,shipping_billing_mismatch,fraud_prediction
TXN011733,CUST03854,PROD0292,2024-12-17,13:53:00,331.82,2,Credit Card,"20803 Garrison Motorway Suite 992, Briantown, IN 06570","118 Douglas Street Apt. 283, Smithmouth, NM 54632",Paid Search,False,,Mobile,124.179.132.97,0,0,2024-09-03,105,0,1,0
TXN011734,CUST09017,PROD0334,2024-12-17,16:37:00,968.04,2,Credit Card,"402 Moreno Shore Apt. 727, Jeffreyburgh, MT 79224","9154 David Road, Lake Joshuastad, TX 76583",Organic,False,,Desktop,35.10.44.63,0,1,2024-09-17,91,0,1,0
TXN011735,CUST08426,PROD0231,2024-12-17,18:49:00,65.9,1,Apple Pay,"569 Martinez Circles Suite 215, North Jennifer, ME 31606","259 Ramirez Branch Suite 785, Joshuafurt, KY 04075",Email,False,,Mobile,209.203.103.72,0,0,2024-04-30,231,0,1,0
TXN011736,CUST06432,PROD0141,2024-12-17,12:03:00,614.52,2,PayPal,"691 Linda Mount, Lake Matthewburgh, OR 31878","PSC 5954, Box 1286, APO AA 68907",Email,False,,Mobile,161.50.120.32,0,1,2024-07-25,145,0,1,0
TXN011737,CUST00166,PROD0243,2024-12-17,10:57:00,210.17,1,Credit Card,"6502 Stacy Shores, Davidfort, OH 65456","Unit 7225 Box 6053, DPO AE 25347",Social,False,,Mobile,159.140.33.156,0,0,2024-01-04,348,0,1,0
TXN011738,CUST01188,PROD0095,2024-12-17,08:19:00,149.64,1,PayPal,"7337 Gary Trafficway Suite 556, West Crystal, DE 35253","132 Malone Lodge, North Jennifer, MT 12944",Social,False,,Mobile,117.157.130.204,0,0,2024-07-16,154,0,1,0
TXN011739,CUST06867,PROD0049,2024-12-17,08:21:00,770.52,2,Apple Pay,"9328 Benjamin Fork Apt. 530, Martinezmouth, KS 47755","USCGC Clark, FPO AE 17125",Email,False,,Tablet,171.154.118.222,0,1,2024-07-21,149,0,1,0
TXN011740,CUST00137,PROD0355,2024-12-17,13:22:00,903.66,2,Debit Card,"USS Williams, FPO AE 99084","520 Kenneth Courts, Douglasmouth, KS 49720",Email,False,,Tablet,8.208.178.10,0,1,2024-05-12,219,0,1,0
TXN011741,CUST02714,PROD0478,2024-12-17,13:50:00,124.66,1,Credit Card,"60426 Marshall Cliffs, Jonesborough, ME 95824","171 Williams Flat, Charlenemouth, NV 61872",Paid Search,False,,Desktop,182.195.147.58,0,0,2024-01-23,329,0,1,0
TXN011742,CUST00707,PROD0118,2024-12-17,11:13:00,140.73,1,Credit Card,"303 Jones Gardens, Morganborough, DC 77611","425 James Avenue, Port Matthewfort, AS 70977",Social,False,,Tablet,189.48.98.179,0,0,2024-07-01,169,0,1,0
TXN011743,CUST01295,PROD0180,2024-12-17,12:36:00,274.96,2,Credit Card,"832 Lee Trafficway, Dustinshire, IL 80441","41048 Lisa Lodge, Elizabethfurt, FL 85389",Social,False,,Desktop,144.202.224.105,0,0,2024-09-24,84,0,1,0
TXN011744,CUST03195,PROD0135,2024-12-17,13:40:00,1088.04,3,Apple Pay,"57275 Ford Underpass, Santiagoton, AZ 28356","30257 Gates Mountains, Joelfurt, FM 02062",Email,False,,Mobile,12.48.231.39,0,1,2024-08-23,116,0,1,0
TXN011745,CUST00143,PROD0034,2024-12-17,02:36:00,996.2,2,Apple Pay,"3033 Hanson Garden, Navarromouth, AS 97504","31537 Greene Isle, Christinachester, MA 21771",Organic,False,,Desktop,45.24.7.166,0,1,2024-01-24,328,0,1,1
TXN011746,CUST09785,PROD0179,2024-12-17,12:01:00,152.98,2,Credit Card,"14436 Yates Club, North Jamesmouth, TN 09607","76145 Hunter Glens, Josephstad, KS 17801",Paid Search,False,,Tablet,96.236.85.45,0,0,2024-09-01,107,0,1,0
TXN011747,CUST01198,PROD0269,2024-12-17,13:00:00,664.5,2,Debit Card,"91277 Matthew Skyway, Cookhaven, UT 82226","04490 Davis Cove Apt. 646, South Jenniferhaven, NH 67969",Paid Search,False,,Mobile,135.123.170.54,0,1,2024-03-15,277,0,1,0
TXN011748,CUST09024,PROD0371,2024-12-17,07:52:00,391.23,1,Credit Card,,"58035 Jose Branch Suite 721, South Williamland, RI 37945",Social,False,,Desktop,104.212.71.19,0,0,2024-04-20,241,0,1,0
TXN011749,CUST00790,PROD0112,2024-12-17,06:58:00,336.8,1,Credit Card,"52878 Garcia Stream, West Leah, PA 85556","2858 Barnett Ways Suite 302, New Kimberly, VT 23744",Organic,False,,Desktop,180.15.203.70,0,0,2024-07-30,140,0,1,0
TXN011750,CUST03657,PROD0230,2024-12-17,13:00:00,483.09,1,Debit Card,"755 Lawson Pines, Ashleyville, VT 24114","745 Hector Crest, Lake Michaelburgh, PW 54944",Email,False,,Mobile,78.137.208.76,0,0,2024-02-27,294,0,1,0
TXN011751,CUST08613,PROD0368,2024-12-17,14:43:00,895.62,3,Credit Card,"940 Clayton Path Apt. 893, East Joshuaberg, RI 52372","648 Franklin Avenue Suite 109, Sharpland, MA 06808",Organic,False,,Tablet,115.180.160.235,0,1,2024-05-06,225,0,1,0
TXN011752,CUST08607,PROD0452,2024-12-17,13:12:00,1474.11,3,Apple Pay,"94211 Steven Ports, Perryberg, MN 90719","Unit 1376 Box 9043, DPO AA 94568",Paid Search,False,,Desktop,10.65.135.250,0,1,2024-06-21,179,0,1,1
TXN011753,CUST04407,PROD0287,2024-12-17,19:19:00,433.98,1,Debit Card,"322 Tamara Springs Apt. 960, West Alexandrashire, MO 71426","07892 Katie Vista Apt. 110, Rachaelstad, IN 56579",Email,False,,Tablet,212.238.146.27,0,0,2024-06-17,183,0,1,0
TXN011754,CUST07029,PROD0472,2024-12-17,13:00:00,85.5,3,PayPal,"1467 Salazar Well Suite 296, Lake Michaelmouth, ME 41506","64694 Hoffman Village Apt. 560, Williamsonborough, NH 39166",Organic,False,,Mobile,189.244.208.208,0,0,2024-08-10,129,0,1,0
TXN011755,CUST04112,PROD0379,2024-12-17,12:35:00,960.63,3,PayPal,"7273 Anthony Camp Suite 513, Heatherfort, UT 22144","281 Warner Locks Suite 617, Lake Nicoleside, HI 29032",Paid Search,False,,Tablet,96.253.133.11,0,1,2024-04-28,233,0,1,0
TXN011756,CUST05744,PROD0060,2024-12-17,17:55:00,344.94,3,Credit Card,"34488 Russell Springs, East Timothy, NJ 36762","34541 Mary Summit Suite 148, Deleonburgh, MO 14187",Paid Search,False,,Desktop,171.153.246.105,0,0,2024-09-03,105,0,1,0
TXN011757,CUST01816,PROD0180,2024-12-17,20:29:00,412.44,3,Credit Card,"7372 Elliott Oval, Danielport, MN 31060","8388 Bond Key, Annville, SC 27382",Social,False,,Tablet,87.16.221.3,0,0,2024-08-26,113,0,1,0
TXN011758,CUST03642,PROD0478,2024-12-17,23:42:00,373.98,3,Credit Card,"480 Jonathan Garden, Donaldbury, DC 97801","2030 Thomas Unions, Port Mark, CA 03952",Social,False,,Tablet,60.240.187.69,0,0,2024-02-09,312,0,1,0
TXN011759,CUST02211,PROD0203,2024-12-17,15:36:00,483.08,1,Apple Pay,"Unit 9188 Box 7474, DPO AA 35362","48213 John Avenue, Patriciaview, OH 32256",Email,False,,Mobile,4.78.93.115,0,0,2024-06-22,178,0,1,0
TXN011760,CUST00616,PROD0234,2024-12-17,14:58:00,103.48,2,PayPal,"8905 Benjamin Spring Apt. 153, South Joshua, AS 26417","03398 Heather Garden, Davisfurt, FL 71843",Social,False,,Desktop,132.17.5.219,0,0,2024-01-12,340,0,1,0
TXN011761,CUST09081,PROD0293,2024-12-17,11:15:00,597.54,3,Credit Card,"879 Dorsey Lake, Lake Jenniferburgh, SD 15918","7833 Henry Drive Suite 474, East Tylerview, RI 11782",Organic,False,,Mobile,213.74.65.204,0,1,2024-01-20,332,0,1,0
TXN011762,CUST05282,PROD0458,2024-12-17,21:08:00,171.55,1,Apple Pay,"762 Carter Lodge Apt. 579, Johnton, NY 92218","669 Harris Cliff, Port Lorimouth, TN 89312",Paid Search,False,,Tablet,58.76.150.45,0,0,2024-04-07,254,0,1,0
TXN011763,CUST01007,PROD0383,2024-12-17,18:40:00,363.21,1,PayPal,"34897 Cesar Meadow Apt. 156, Jimmyshire, PA 49065","24205 Green Drive Suite 497, South Josephfort, CO 81422",Organic,False,,Mobile,96.201.54.163,0,0,2024-03-02,290,0,1,0
TXN011764,CUST04659,PROD0226,2024-12-17,15:03:00,32.3,1,Apple Pay,"554 Allen Gateway Apt. 621, Lake Raymond, WI 89752","00659 Hill Lakes, Lake Scottview, ME 69236",Email,False,,Desktop,142.164.252.161,0,0,2024-09-15,93,0,1,0
TXN011765,CUST02302,PROD0429,2024-12-17,15:36:00,223.99,1,Credit Card,"1117 Daniel Trail Apt. 298, Jonesview, MN 45490","0936 Edwards Summit Suite 576, Christophermouth, OH 54532",Organic,False,,Tablet,128.233.36.120,0,0,2024-04-21,240,0,1,0
TXN011766,CUST02945,PROD0359,2024-12-17,11:19:00,485.84,1,Apple Pay,"8371 Sarah Station, Bellburgh, AZ 54741","89637 Powell Crossing Suite 916, West Keith, VA 35411",Organic,False,,Mobile,153.123.146.137,0,0,2024-06-22,178,0,1,0
TXN011767,CUST08611,PROD0026,2024-12-17,21:28:00,203.86,1,Apple Pay,"Unit 5562 Box 4349, DPO AP 50809","83630 Michael Shoal, Jamestown, NY 37676",Paid Search,False,,Mobile,96.59.182.172,0,0,2024-07-30,140,0,1,0
TXN011768,CUST06367,PROD0229,2024-12-17,09:31:00,480.0,2,Debit Card,"PSC 4891, Box 4483, APO AE 67987","808 William Bridge, New Darleneshire, NJ 85597",Email,False,,Tablet,84.184.182.37,0,0,2024-05-13,218,0,1,0
TXN011769,CUST04188,PROD0149,2024-12-17,12:02:00,213.08,1,PayPal,,"27576 Garza Brook Apt. 417, West Alexander, FL 95897",Paid Search,False,,Tablet,12.5.184.157,0,0,2024-04-09,252,0,1,0
TXN011770,CUST05452,PROD0294,2024-12-17,13:06:00,505.42,2,Apple Pay,"731 Gonzalez Cliff Apt. 675, Chavezland, DE 20415","Unit 5421 Box 1479, DPO AA 63686",Organic,True,2025-01-31,Tablet,159.254.27.58,0,1,2024-04-10,251,0,1,0
TXN011771,CUST03237,PROD0093,2024-12-17,06:35:00,773.64,3,Credit Card,"679 Bright Ways Apt. 841, Gabrielhaven, NY 09870","567 Boyer Villages, Port Janettown, MO 18419",Paid Search,False,,Mobile,217.24.142.43,0,1,2024-07-24,146,0,1,0
TXN011772,CUST02705,PROD0050,2024-12-17,14:59:00,947.92,2,Apple Pay,"14731 Gilbert Islands Suite 054, Harrischester, WV 48248","0469 James Prairie Apt. 150, West Douglas, RI 09768",Organic,False,,Mobile,19.200.121.124,0,1,2024-09-25,83,0,1,0
TXN011773,CUST07771,PROD0244,2024-12-17,18:46:00,305.44,2,Credit Card,"314 Harris Plains Apt. 599, West Jamieshire, ND 77719","2327 Hall Park Apt. 462, Kennethstad, NM 35424",Paid Search,False,,Desktop,58.151.227.64,0,0,2024-07-30,140,0,1,0
TXN011774,CUST06022,PROD0375,2024-12-17,16:45:00,79.6,2,PayPal,"443 Frank Wall Suite 553, Rhondaport, OK 87709","6535 Davis Burgs Apt. 897, Brianstad, FL 38890",Email,False,,Desktop,187.148.193.89,0,0,2024-08-05,134,0,1,0
TXN011775,CUST03087,PROD0353,2024-12-17,10:37:00,683.7,3,PayPal,"6042 Rodriguez Light, North Dianaville, UT 17869","58278 Campbell Ridges, Lake Ricky, WA 41946",Email,False,,Mobile,55.73.169.3,0,1,2024-05-20,211,0,1,0
TXN011776,CUST07943,PROD0147,2024-12-17,10:22:00,246.6,3,Apple Pay,"373 Lee Fork Apt. 970, East Dylan, UT 58323","82812 Christina Track Suite 560, North Curtisfort, SC 68344",Social,False,,Mobile,216.143.94.195,0,0,2024-02-03,318,0,1,0
TXN011777,CUST06090,PROD0123,2024-12-17,12:25:00,512.55,3,PayPal,"37838 Klein Prairie Apt. 177, Lake Melinda, PA 60858","66949 Rodriguez Turnpike, East Jeremy, MT 00517",Email,False,,Mobile,53.78.158.30,0,1,2024-03-14,278,0,1,0
TXN011778,CUST03553,PROD0141,2024-12-17,12:08:00,307.26,1,PayPal,"01212 Smith Shoal, Zamorabury, FL 77354","6547 Vega Dale, New Christopher, IL 41281",Paid Search,False,,Tablet,120.53.169.219,0,0,2024-03-08,284,0,1,0
TXN011779,CUST03218,PROD0431,2024-12-17,13:43:00,436.56,1,Apple Pay,"604 Jennifer Freeway Apt. 463, South Loritown, ID 98216","8907 Timothy Turnpike, Port Annettetown, NE 29665",Organic,False,,Desktop,91.0.113.113,0,0,2024-04-14,247,0,1,0
TXN011780,CUST09668,PROD0280,2024-12-17,17:47:00,980.64,2,Credit Card,"0941 Renee Courts, Eatonberg, CT 41454","20551 Murphy Cove, East Christophermouth, ID 33459",Email,False,,Tablet,223.0.186.145,0,1,2024-09-28,80,0,1,0
TXN011781,CUST05424,PROD0469,2024-12-17,17:51:00,104.08,1,Debit Card,"86096 Ann Stream, Lake Sarah, UT 59344","9904 Melvin Spurs, West Bonnieberg, IA 37777",Social,False,,Tablet,20.121.66.254,0,0,2024-08-16,123,0,1,0
TXN011782,CUST02992,PROD0128,2024-12-17,11:23:00,366.99,1,Debit Card,"47482 Rose Park, Berrymouth, MA 43731","979 Mcintosh Plaza, South Robinberg, CT 24652",Social,False,,Desktop,70.27.238.104,0,0,2024-02-04,317,0,1,0
TXN011783,CUST08135,PROD0051,2024-12-17,08:43:00,437.49,1,Credit Card,"2058 Sean Mill, Port Timothy, SC 28353","Unit 7083 Box 6498, DPO AA 44359",Email,False,,Mobile,157.106.140.70,0,0,2024-07-25,145,0,1,0
TXN011784,CUST03608,PROD0074,2024-12-17,12:27:00,195.7,1,PayPal,"83234 Williams Turnpike, North Sheilaport, KY 20194","PSC 9065, Box 0904, APO AA 63289",Social,False,,Desktop,85.207.39.223,0,0,2024-09-20,88,0,1,0
TXN011785,CUST00207,PROD0080,2024-12-17,16:23:00,114.03,3,Credit Card,"415 Vargas Ridges, Lake Brandonstad, NV 54093","120 Johnson Expressway Apt. 288, Strongstad, DC 53233",Social,False,,Tablet,11.39.81.2,0,0,2024-02-18,303,0,1,0
TXN011786,CUST08941,PROD0365,2024-12-17,18:24:00,493.89,1,Apple Pay,"620 Kelly Flat, South Crystal, FL 93142","46377 Stephen Avenue, North Lauriehaven, MA 51944",Organic,False,,Desktop,76.60.105.83,0,0,2024-07-22,148,0,1,0
TXN011787,CUST09946,PROD0399,2024-12-17,09:16:00,975.06,2,Debit Card,"Unit 2073 Box 0506, DPO AP 36515","900 Sophia Pine, East Jennifer, NY 36957",Paid Search,False,,Tablet,100.141.27.178,0,1,2024-06-16,184,0,1,0
TXN011788,CUST06160,PROD0067,2024-12-17,18:37:00,78.69,1,Credit Card,"274 Harvey Lock, East Laura, VI 28306","4304 Jennifer Wall, West Terryshire, OH 13973",Organic,False,,Mobile,94.201.127.49,0,0,2024-06-19,181,0,1,0
TXN011789,CUST05100,PROD0085,2024-12-17,13:27:00,391.95,3,Apple Pay,"442 Roth Alley Apt. 780, Port Rebecca, ID 82828","4503 Hunt Islands Suite 328, Simston, MP 11739",Paid Search,False,,Desktop,82.216.252.101,0,0,2024-08-08,131,0,1,0
TXN011790,CUST05623,PROD0467,2024-12-17,15:41:00,187.3,1,Credit Card,"Unit 4418 Box 9404, DPO AE 10927","3035 Williams Overpass, North Bryanstad, GA 89818",Paid Search,False,,Desktop,31.170.156.9,0,0,2024-04-29,232,0,1,0
TXN011791,CUST05292,PROD0485,2024-12-17,20:40:00,358.59,1,PayPal,"6895 Nathan Alley Apt. 703, North Douglasside, IL 94672","18006 Ashley Highway, South Raymondside, MP 09662",Paid Search,False,,Desktop,86.70.162.162,0,0,2024-02-26,295,0,1,0
TXN011792,CUST02282,PROD0007,2024-12-17,16:59:00,1219.86,3,Credit Card,"34982 Gonzalez Ranch Apt. 944, Marshview, TX 27620","920 Cody Bridge Apt. 940, Port Natalie, VA 54657",Organic,False,,Mobile,88.111.24.147,0,1,2024-03-25,267,0,1,1
TXN011793,CUST00656,PROD0195,2024-12-18,09:59:00,300.13,1,Credit Card,"6765 Stokes Union, Jillhaven, NV 86460","973 Mason Neck Suite 336, Josephfort, AR 22549",Organic,False,,Tablet,163.225.184.120,0,0,2024-06-30,171,0,1,0
TXN011794,CUST02176,PROD0254,2024-12-18,10:00:00,549.18,2,PayPal,"9168 Morris Summit, Bakershire, GA 20050","58773 Collins Roads Suite 912, Lake Michelleberg, CO 01011",Paid Search,False,,Mobile,136.54.3.160,0,1,2024-06-19,182,0,1,0
TXN011795,CUST06127,PROD0475,2024-12-18,12:01:00,812.86,2,Apple Pay,"5764 Bailey Islands, Port Christopherland, OH 60203","295 Tyler Valley Suite 603, Port Jenniferhaven, KY 70114",Social,False,,Mobile,160.80.173.47,0,1,2024-02-29,293,0,1,1
TXN011797,CUST09113,PROD0060,2024-12-18,14:26:00,344.94,3,Apple Pay,"9453 Walker Spur, Port Jenniferchester, AL 81692","4532 Zimmerman Manor Suite 433, North Lauraborough, TN 92928",Email,False,,Desktop,25.115.153.26,0,0,2024-09-19,90,0,1,0
TXN011798,CUST03302,PROD0062,2024-12-18,13:02:00,405.67,1,Credit Card,"317 James Centers, Port Courtneyberg, ID 28911","9520 Rebecca Crescent, West Victoria, GA 87686",Paid Search,False,,Desktop,173.135.246.196,0,0,2024-02-26,296,0,1,0
TXN011799,CUST09904,PROD0083,2024-12-18,12:40:00,130.74,3,Debit Card,"02772 Diaz Overpass, East Christina, NJ 92883","122 Pamela Ferry, Lake Kevin, MT 62864",Organic,False,,Tablet,27.106.50.100,0,0,2024-02-13,309,0,1,0
TXN011800,CUST03287,PROD0471,2024-12-18,03:03:00,517.54,2,Debit Card,"9147 Ramirez Wall Suite 064, East Morganfurt, HI 57048","5305 Randy Fords, North Brandy, AR 33099",Paid Search,False,,Desktop,48.197.138.189,0,1,2024-01-29,324,0,1,0
TXN011801,CUST04857,PROD0251,2024-12-18,10:47:00,376.99,1,Apple Pay,"538 Julie Ferry Apt. 938, Lake William, WY 85439","65487 Clayton Dam Apt. 602, South Keith, DE 98997",Email,False,,Mobile,199.34.232.52,0,0,2024-03-25,268,0,1,0
TXN011802,CUST04224,PROD0323,2024-12-18,17:08:00,456.2,1,Credit Card,"51642 Gilbert Drives, North Keithburgh, KS 37170","560 Kennedy Squares Apt. 592, Robertside, NE 51468",Email,False,,Desktop,166.146.18.105,0,0,2024-05-13,219,0,1,0
TXN011803,CUST01249,PROD0427,2024-12-18,17:22:00,282.66,3,Apple Pay,"374 Mcgrath Views Apt. 883, Lake Richardberg, OK 34626","27272 Ryan Mountain Suite 490, Sharonfort, IL 02669",Paid Search,False,,Desktop,158.41.96.139,0,0,2024-04-16,246,0,1,0
TXN011804,CUST01046,PROD0021,2024-12-18,13:40:00,270.21,3,Debit Card,"954 Shawn Camp, Port Marystad, MT 19047","7949 Lauren Pines, West Elizabethville, LA 36034",Email,False,,Tablet,142.95.31.122,0,0,2024-05-09,223,0,1,0
TXN011805,CUST07212,PROD0489,2024-12-18,17:16:00,1330.41,3,Apple Pay,"528 Kelly Station, Bellborough, OK 02862","73591 Mary Motorway Suite 463, East Gabriellaton, HI 32561",Email,False,,Mobile,67.43.17.196,0,1,2024-02-04,318,0,1,1
TXN011806,CUST00515,PROD0379,2024-12-18,14:56:00,640.42,2,Apple Pay,"313 Anderson Lake, Scottmouth, HI 79980","420 Mike Via, South Kenneth, AZ 89567",Organic,False,,Desktop,176.5.223.214,0,1,2024-07-10,161,0,1,0
TXN011807,CUST00388,PROD0399,2024-12-18,22:17:00,975.06,2,Credit Card,"67136 Sanford Coves Apt. 132, East Rachel, VT 80294","76332 Nicole Parkway Suite 337, Mcculloughland, NY 44570",Organic,True,2025-02-06,Desktop,73.89.150.153,0,1,2024-03-14,279,0,1,1
TXN011808,CUST04261,PROD0112,2024-12-18,12:56:00,1010.4,3,PayPal,"USCGC Lawrence, FPO AP 41731","42765 Strong Grove, West Brian, MA 77695",Organic,False,,Desktop,123.196.130.60,0,1,2024-03-27,266,0,1,1
TXN011809,CUST04445,PROD0306,2024-12-18,21:26:00,978.78,2,Credit Card,"4249 Gonzales Mount Suite 225, South Laura, NM 74428","038 Jones Dale Suite 263, West Amandamouth, WA 85338",Paid Search,True,2025-02-13,Desktop,59.207.141.173,0,1,2024-02-26,296,0,1,1
TXN011810,CUST06085,PROD0300,2024-12-18,20:10:00,175.9,1,Credit Card,,"75628 Walker Village, Williamchester, ND 90571",Social,False,,Tablet,77.88.114.34,0,0,2024-03-29,264,0,1,0
TXN011811,CUST02806,PROD0423,2024-12-18,07:09:00,447.5,2,Credit Card,"Unit 4074 Box 8548, DPO AP 69622","5168 Miguel Rue, North Kenneth, TN 90840",Social,False,,Tablet,35.143.169.80,0,0,2024-09-20,89,0,1,0
TXN011812,CUST07149,PROD0299,2024-12-18,15:38:00,140.01,3,PayPal,"96454 Walker Junctions, Armstrongfurt, HI 87849","764 Robert Fort, South Theodoremouth, SC 66105",Email,False,,Tablet,176.161.209.39,0,0,2024-08-24,116,0,1,0
TXN011813,CUST01966,PROD0051,2024-12-18,17:47:00,874.98,2,Apple Pay,"223 Andrew Corners Apt. 512, East Thomas, AK 92724","82453 Richard Village Suite 224, East Autumn, MO 74681",Email,False,,Tablet,134.83.118.114,0,1,2024-09-09,100,0,1,0
TXN011814,CUST07460,PROD0255,2024-12-18,18:05:00,88.59,3,Credit Card,"62948 Flynn Trafficway, North Mary, WV 92337","642 Cisneros Motorway Apt. 375, North Bradytown, PW 93440",Social,False,,Mobile,90.128.20.12,0,0,2024-05-16,216,0,1,0
TXN011815,CUST02863,PROD0475,2024-12-18,13:15:00,812.86,2,Credit Card,"77104 Brian Well Suite 333, Jamesfurt, CA 30946","1636 Callahan Plains Apt. 946, Kaylaport, OK 95410",Organic,False,,Desktop,85.251.44.177,0,1,2024-05-12,220,0,1,0
TXN011816,CUST05596,PROD0255,2024-12-18,12:27:00,88.59,3,Apple Pay,"21586 Alexandra Road Suite 983, North Jenniferton, LA 05574","PSC 2812, Box 6547, APO AA 84796",Email,False,,Mobile,26.24.222.161,0,0,2024-08-09,131,0,1,0
TXN011817,CUST05778,PROD0161,2024-12-18,15:32:00,1155.75,3,Debit Card,"25221 Kristin Meadows, Ashleybury, IL 81488","9142 Hayden Knoll, Audreyhaven, GU 88350",Email,False,,Tablet,174.254.26.119,0,1,2024-04-15,247,0,1,1
TXN011818,CUST09776,PROD0383,2024-12-18,20:50:00,726.42,2,Credit Card,"36925 David Trafficway, North Justinborough, NJ 05038","999 Pena Well, Port Matthewmouth, VT 61701",Organic,False,,Desktop,205.213.221.61,0,1,2024-01-04,349,0,1,1
TXN011819,CUST09037,PROD0451,2024-12-18,12:21:00,1437.84,3,Credit Card,"73325 Sarah Pike, Emilyport, NY 18561","USNV Page, FPO AE 53842",Social,False,,Tablet,113.115.81.82,0,1,2024-03-12,281,0,1,1
TXN011820,CUST01520,PROD0297,2024-12-18,13:00:00,912.24,2,PayPal,"93522 Barry Isle, Jasonside, NJ 98042","11600 Ronnie Hollow Suite 777, Figueroashire, HI 06745",Email,False,,Mobile,211.44.152.229,0,1,2024-08-12,128,0,1,0
TXN011821,CUST04554,PROD0160,2024-12-18,19:39:00,461.06,2,Credit Card,"4962 Rebecca Underpass, North Jasmine, IN 22531","7153 George Bypass, Thomasbury, MD 71218",Paid Search,False,,Tablet,207.62.236.70,0,0,2024-01-11,342,0,1,0
TXN011822,CUST09709,PROD0021,2024-12-18,11:17:00,90.07,1,Apple Pay,"89724 Kimberly Road Apt. 735, Kathleenview, ID 98230","424 Wood Stravenue, West Brooketon, NV 24966",Email,False,,Tablet,74.195.151.253,0,0,2024-07-03,168,0,1,0
TXN011823,CUST04836,PROD0291,2024-12-18,13:19:00,373.35,3,Debit Card,"3441 Meyer Brook, Jamesbury, DE 66105","066 Huang Street Suite 528, South Williamville, MD 86308",Paid Search,True,2025-02-04,Mobile,109.223.127.104,0,0,2024-04-09,253,0,1,0
TXN011824,CUST07446,PROD0368,2024-12-18,18:35:00,298.54,1,Debit Card,"3225 Timothy Court Apt. 655, Riggsmouth, ND 64114","234 Mcfarland Crest Apt. 882, New Courtney, HI 80203",Organic,False,,Desktop,63.175.184.80,0,0,2024-09-24,85,0,1,0
TXN011825,CUST04083,PROD0427,2024-12-18,08:59:00,188.44,2,Apple Pay,"3464 Christina Groves, Lake Brenda, NY 23407","PSC 2526, Box 0219, APO AE 13557",Social,False,,Mobile,93.136.37.68,0,0,2024-07-25,146,0,1,0
TXN011826,CUST02277,PROD0055,2024-12-18,18:06:00,262.94,2,Credit Card,"0912 Davis Views, East Tracy, OR 80713","5337 James Island, Huangton, HI 78682",Email,False,,Mobile,33.75.189.237,0,0,2024-09-08,101,0,1,0
TXN011827,CUST00583,PROD0444,2024-12-18,12:50:00,775.8,3,Debit Card,"965 Bentley Forks Apt. 703, West John, AL 99739","04902 Joseph Hill Apt. 559, Westbury, IN 31079",Organic,False,,Desktop,194.90.148.159,0,1,2024-01-10,343,0,1,1
TXN011828,CUST07501,PROD0170,2024-12-18,07:40:00,731.16,3,Debit Card,"9655 Krystal Hollow Suite 241, South Tina, CO 40588","9798 Jennifer Pike Apt. 117, Clayland, MD 09677",Social,False,,Mobile,183.62.205.97,0,1,2024-09-18,91,0,1,0
TXN011829,CUST02355,PROD0062,2024-12-18,14:13:00,405.67,1,Apple Pay,"6545 Kathy Forges Apt. 793, Baileyburgh, UT 63730","5017 Katie Mills Suite 934, Michellefurt, WA 68563",Organic,False,,Mobile,190.6.43.51,0,0,2024-02-10,312,0,1,0
TXN011830,CUST08363,PROD0053,2024-12-18,12:26:00,359.34,1,Credit Card,"671 Scott Forge Apt. 706, New Vanessa, AZ 25096","0410 Hardin Forks Suite 620, Lake Amber, NE 40606",Social,False,,Desktop,35.159.26.231,0,0,2024-07-11,160,0,1,0
TXN011831,CUST04300,PROD0051,2024-12-18,15:44:00,1312.47,3,Credit Card,"223 Armstrong Mission, Brittanyfurt, OK 68174","86363 Jenkins Flat, Lisaton, WI 42088",Organic,False,,Desktop,103.182.34.123,0,1,2024-03-18,275,0,1,1
TXN011832,CUST06470,PROD0380,2024-12-18,07:48:00,196.64,1,PayPal,"64825 Frederick Valleys Suite 706, Thomastown, SC 29665","1675 Lawrence Mission Suite 877, North Mark, MD 34670",Social,True,2025-01-23,Desktop,222.83.27.4,0,0,2024-04-29,233,0,1,0
TXN011833,CUST05968,PROD0379,2024-12-18,08:22:00,640.42,2,Credit Card,"015 Wheeler Flat, East Mariafort, FL 92909","Unit 8574 Box 3681, DPO AE 79106",Organic,False,,Desktop,121.66.189.66,0,1,2024-08-13,127,0,1,0
TXN011834,CUST06305,PROD0021,2024-12-18,12:30:00,90.07,1,Apple Pay,"PSC 4041, Box 4176, APO AE 68771","17911 Simmons Lake, Lake Bryantown, ND 01585",Social,False,,Desktop,51.96.220.99,0,0,2024-04-18,244,0,1,0
TXN011835,CUST09488,PROD0122,2024-12-18,10:46:00,357.69,3,PayPal,"Unit 3523 Box 5556, DPO AA 08642","449 Robinson Forges, Tarachester, MA 48991",Social,False,,Mobile,128.244.16.76,0,0,2024-03-08,285,0,1,0
TXN011836,CUST04292,PROD0413,2024-12-18,15:27:00,1139.76,3,Apple Pay,"08881 Megan Prairie Suite 848, Vincentport, IL 61933","7338 James Forge, Kristinborough, GU 35345",Social,False,,Mobile,16.33.9.232,0,1,2024-04-07,255,0,1,1
